processing_version,cohort_definition,rebuilt_at
common_universe_v5,"main series: age-defined cohorts (50-59; proxy-1950 from 60-69 in 1960; direct-1950 validation-only); CHBORN harmonized to 12+. Common-universe analysis: decade birth cohorts followed across 1960-1990 at completed ages, all-women vs ever-married (MARST 1-5).",2026-06-29 21:01:11.807578
